steps,total reward,episodes
10000,4.0,148
20000,7.0,330
30000,5.0,503
40000,10.0,669
50000,7.0,831
60000,12.0,975
70000,10.0,1125
80000,19.0,1255
90000,10.0,1396
100000,18.0,1562
