episodes,total reward,steps
94,22.0,10000
207,61.0,20000
537,257.0,30000
1008,376.0,40000
1489,401.0,50000
1964,390.0,60000
2451,393.0,70000
2941,392.0,80000
3440,382.0,90000
3931,395.0,100000
