steps,episodes,total reward
10000,164,14.0
20000,343,49.0
30000,563,120.0
40000,825,128.0
50000,1105,141.0
60000,1388,171.0
70000,1670,140.0
80000,1933,138.0
90000,2146,120.0
100000,2453,177.0
