total reward,steps,episodes
20.449999999999992,10000,177
40.079999999999956,20000,310
35.19999999999997,30000,426
41.37999999999999,40000,530
53.190000000000026,50000,665
54.11000000000002,60000,809
46.190000000000026,70000,937
47.24000000000001,80000,1061
49.379999999999995,90000,1173
51.27000000000003,100000,1298
