steps,total reward,episodes
10000,18.0,191
20000,66.0,450
30000,94.0,752
40000,85.0,1032
50000,113.0,1348
60000,94.0,1621
70000,79.0,1885
80000,77.0,2170
90000,112.0,2458
100000,90.0,2709
