total reward,episodes,steps
48.0,213,10000
52.0,395,20000
38.0,558,30000
37.0,692,40000
68.0,868,50000
74.0,1037,60000
77.0,1217,70000
79.0,1419,80000
103.0,1630,90000
81.0,1801,100000
