episodes,total reward,steps
200,54.0,10000
377,37.0,20000
509,39.0,30000
652,36.0,40000
812,39.0,50000
966,42.0,60000
1125,43.0,70000
1270,40.0,80000
1423,53.0,90000
1605,56.0,100000
