episodes,steps,total reward
133,10000,0.0
235,20000,3.0
432,30000,110.0
720,40000,210.0
1060,50000,275.0
1451,60000,313.0
1819,70000,294.0
2205,80000,315.0
2596,90000,312.0
2941,100000,275.0
