episodes,steps,total reward
255,10000,9.0
482,20000,16.0
717,30000,8.0
958,40000,9.0
1199,50000,17.0
1409,60000,12.0
1605,70000,15.0
1802,80000,7.0
1999,90000,18.0
2187,100000,11.0
