total reward,steps,episodes
1.0,10000,146
5.0,20000,238
107.0,30000,431
227.0,40000,750
248.0,50000,1075
243.0,60000,1407
236.0,70000,1715
236.0,80000,2022
236.0,90000,2337
236.0,100000,2652
