steps,total reward,episodes
10000,17.0,217
20000,45.0,447
30000,57.0,731
40000,98.0,1056
50000,75.0,1340
60000,50.0,1601
70000,80.0,1905
80000,87.0,2191
90000,52.0,2420
100000,57.0,2662
