steps,episodes,total reward
10000,169,23.0
20000,296,28.0
30000,376,25.0
40000,438,23.0
50000,522,35.0
60000,634,48.0
70000,754,45.0
80000,890,61.0
90000,1018,73.0
100000,1138,68.0
