steps,total reward,episodes
10000,3.0,134
20000,150.0,365
30000,287.0,733
40000,291.0,1095
50000,291.0,1463
60000,300.0,1848
70000,281.0,2199
80000,267.0,2554
90000,305.0,2935
100000,290.0,3299
