episodes,steps,total reward
191,10000,8.0
410,20000,17.0
627,30000,19.0
871,40000,32.0
1101,50000,48.0
1323,60000,44.0
1543,70000,56.0
1825,80000,66.0
2051,90000,43.0
2287,100000,60.0
