steps,total reward,episodes
10000,0.0,234
20000,7.0,393
30000,14.0,520
40000,12.0,659
50000,13.0,759
60000,27.0,895
70000,30.0,1025
80000,38.0,1149
90000,56.0,1305
100000,89.0,1509
