episodes,total reward,steps
269,6.0,10000
437,11.0,20000
608,11.0,30000
758,17.0,40000
927,19.0,50000
1113,20.0,60000
1306,47.0,70000
1479,22.0,80000
1636,25.0,90000
1811,32.0,100000
