steps,episodes,total reward
10000,96,9.0
20000,321,149.0
30000,672,246.0
40000,1016,267.0
50000,1371,261.0
60000,1742,249.0
70000,2099,268.0
80000,2445,264.0
90000,2804,255.0
100000,3158,252.0
