steps,total reward,episodes
10000,20.0,129
20000,20.0,233
30000,36.0,330
40000,45.0,432
50000,132.0,655
60000,104.0,855
70000,141.0,1080
80000,215.0,1377
90000,170.0,1614
100000,279.0,1997
