episodes,steps,total reward
123,10000,22.0
261,20000,36.0
394,30000,26.0
537,40000,39.0
681,50000,34.0
840,60000,41.0
1012,70000,50.0
1142,80000,32.0
1315,90000,64.0
1490,100000,63.0
