episodes,steps,total reward
208,10000,28.0
457,20000,39.0
789,30000,63.0
1081,40000,46.0
1389,50000,45.0
1697,60000,53.0
2025,70000,71.0
2345,80000,62.0
2650,90000,58.0
3006,100000,73.0
