episodes,steps,total reward
202,10000,22.0
507,20000,42.0
888,30000,86.0
1173,40000,55.0
1463,50000,69.0
1765,60000,61.0
2057,70000,60.0
2321,80000,50.0
2656,90000,87.0
3031,100000,92.0
