steps,episodes,total reward
10000,140,1.0
20000,317,95.0
30000,532,124.0
40000,738,132.0
50000,981,162.0
60000,1214,159.0
70000,1477,170.0
80000,1738,184.0
90000,1980,166.0
100000,2220,160.0
