steps,episodes,total reward
10000,184,14.320000000000013
20000,316,29.989999999999938
30000,403,19.329999999999988
40000,480,25.479999999999986
50000,575,22.28999999999997
60000,664,29.40999999999997
70000,775,35.24999999999997
80000,869,33.38999999999998
90000,993,41.19000000000002
100000,1086,36.43999999999998
