episodes,steps,total reward
153,10000,43.0
323,20000,45.0
479,30000,50.0
742,40000,104.0
946,50000,80.0
1143,60000,61.0
1342,70000,71.0
1561,80000,67.0
1788,90000,84.0
2029,100000,94.0
