episodes,steps,total reward
136,10000,15.0
247,20000,29.0
365,30000,40.0
488,40000,42.0
670,50000,89.0
900,60000,113.0
1095,70000,83.0
1321,80000,108.0
1593,90000,165.0
1954,100000,266.0
