steps,episodes,total reward
10000,185,19.0
20000,316,30.0
30000,415,43.0
40000,562,64.0
50000,698,65.0
60000,837,65.0
70000,1002,93.0
80000,1179,102.0
90000,1376,121.0
100000,1634,166.0
