total reward,episodes,steps
34.0,151,10000
44.0,312,20000
52.0,509,30000
85.0,750,40000
56.0,922,50000
77.0,1131,60000
66.0,1318,70000
75.0,1514,80000
94.0,1748,90000
91.0,1966,100000
