episodes,total reward,steps
91,2.0,10000
152,4.0,20000
271,50.0,30000
543,183.0,40000
869,222.0,50000
1178,222.0,60000
1511,234.0,70000
1845,257.0,80000
2201,264.0,90000
2558,267.0,100000
