episodes,steps,total reward
206,10000,8.0
422,20000,14.0
694,30000,23.0
978,40000,24.0
1306,50000,59.0
1643,60000,46.0
1906,70000,54.0
2227,80000,90.0
2521,90000,56.0
2715,100000,23.0
