steps,episodes,total reward
10000,206,18.0
20000,483,40.0
30000,809,79.0
40000,1152,93.0
50000,1385,51.0
60000,1710,81.0
70000,2014,63.0
80000,2365,111.0
90000,2617,45.0
100000,2867,47.0
