steps,episodes,total reward
10000,170,44.0
20000,405,109.0
30000,720,197.0
40000,1041,211.0
50000,1302,161.0
60000,1628,220.0
70000,1944,195.0
80000,2226,172.0
90000,2534,185.0
100000,2871,214.0
