steps,episodes,total reward
10000,183,42.0
20000,331,47.0
30000,489,42.0
40000,666,39.0
50000,830,40.0
60000,996,40.0
70000,1197,54.0
80000,1424,78.0
90000,1643,71.0
100000,1885,83.0
