episodes,steps,total reward
167,10000,20.0
298,20000,26.0
390,30000,30.0
465,40000,25.0
553,50000,37.0
645,60000,34.0
743,70000,44.0
866,80000,62.0
997,90000,65.0
1149,100000,74.0
