episodes,total reward,steps
248,0.0,10000
393,5.0,20000
526,14.0,30000
657,24.0,40000
830,49.0,50000
1012,79.0,60000
1198,86.0,70000
1432,120.0,80000
1648,117.0,90000
1896,129.0,100000
