total reward,episodes,steps
4.0,4,10000
1.0,5,20000
0.0,5,30000
0.0,5,40000
1.0,6,50000
0.0,6,60000
1.0,7,70000
0.0,7,80000
3.0,10,90000
3.0,13,100000
5.0,18,110000
7.0,25,120000
9.0,34,130000
5.0,39,140000
15.0,54,150000
13.0,67,160000
17.0,84,170000
14.0,98,180000
26.0,124,190000
29.0,153,200000
24.0,177,210000
30.0,207,220000
41.0,248,230000
39.0,287,240000
60.0,347,250000
56.0,403,260000
54.0,457,270000
70.0,527,280000
80.0,607,290000
70.0,677,300000
91.0,768,310000
128.0,896,320000
101.0,997,330000
120.0,1117,340000
110.0,1227,350000
140.0,1367,360000
148.0,1515,370000
132.0,1647,380000
161.0,1808,390000
155.0,1963,400000
162.0,2125,410000
164.0,2289,420000
158.0,2447,430000
153.0,2600,440000
167.0,2767,450000
155.0,2922,460000
172.0,3094,470000
164.0,3258,480000
179.0,3437,490000
186.0,3623,500000
150.0,3773,510000
182.0,3955,520000
181.0,4136,530000
174.0,4310,540000
151.0,4461,550000
176.0,4637,560000
186.0,4823,570000
174.0,4997,580000
171.0,5168,590000
175.0,5343,600000
185.0,5528,610000
179.0,5707,620000
176.0,5883,630000
171.0,6054,640000
170.0,6224,650000
181.0,6405,660000
189.0,6594,670000
183.0,6777,680000
178.0,6955,690000
192.0,7147,700000
187.0,7334,710000
193.0,7527,720000
179.0,7706,730000
189.0,7895,740000
188.0,8083,750000
190.0,8273,760000
183.0,8456,770000
171.0,8627,780000
192.0,8819,790000
188.0,9007,800000
180.0,9187,810000
190.0,9377,820000
175.0,9552,830000
181.0,9733,840000
190.0,9923,850000
193.0,10116,860000
190.0,10306,870000
191.0,10497,880000
190.0,10687,890000
171.0,10858,900000
190.0,11048,910000
194.0,11242,920000
180.0,11422,930000
190.0,11612,940000
191.0,11803,950000
190.0,11993,960000
184.0,12177,970000
172.0,12349,980000
190.0,12539,990000
188.0,12727,1000000
190.0,12917,1010000
190.0,13107,1020000
187.0,13294,1030000
189.0,13483,1040000
191.0,13674,1050000
192.0,13866,1060000
182.0,14048,1070000
195.0,14243,1080000
191.0,14434,1090000
183.0,14617,1100000
188.0,14805,1110000
189.0,14994,1120000
193.0,15187,1130000
187.0,15374,1140000
187.0,15560,1150000
187.0,15748,1160000
179.0,15927,1170000
170.0,16097,1180000
190.0,16287,1190000
191.0,16478,1200000
187.0,16665,1210000
182.0,16847,1220000
187.0,17034,1230000
189.0,17223,1240000
192.0,17415,1250000
192.0,17607,1260000
190.0,17797,1270000
195.0,17992,1280000
185.0,18177,1290000
193.0,18370,1300000
189.0,18559,1310000
191.0,18750,1320000
194.0,18944,1330000
189.0,19133,1340000
190.0,19323,1350000
192.0,19515,1360000
190.0,19705,1370000
192.0,19897,1380000
194.0,20091,1390000
190.0,20281,1400000
190.0,20471,1410000
195.0,20666,1420000
190.0,20856,1430000
191.0,21047,1440000
191.0,21238,1450000
195.0,21433,1460000
189.0,21622,1470000
192.0,21814,1480000
193.0,22007,1490000
190.0,22197,1500000
191.0,22388,1510000
190.0,22578,1520000
185.0,22763,1530000
191.0,22954,1540000
191.0,23145,1550000
193.0,23338,1560000
190.0,23528,1570000
196.0,23724,1580000
193.0,23917,1590000
195.0,24112,1600000
191.0,24303,1610000
192.0,24495,1620000
189.0,24684,1630000
192.0,24876,1640000
193.0,25069,1650000
191.0,25260,1660000
191.0,25451,1670000
195.0,25646,1680000
191.0,25837,1690000
192.0,26029,1700000
196.0,26225,1710000
193.0,26418,1720000
195.0,26613,1730000
184.0,26797,1740000
192.0,26989,1750000
190.0,27179,1760000
194.0,27373,1770000
182.0,27555,1780000
192.0,27747,1790000
192.0,27938,1800000
191.0,28130,1810000
194.0,28324,1820000
193.0,28517,1830000
190.0,28707,1840000
191.0,28898,1850000
193.0,29091,1860000
188.0,29279,1870000
194.0,29473,1880000
192.0,29665,1890000
193.0,29858,1900000
193.0,30051,1910000
193.0,30244,1920000
189.0,30433,1930000
191.0,30624,1940000
193.0,30817,1950000
185.0,31002,1960000
192.0,31194,1970000
193.0,31387,1980000
192.0,31579,1990000
192.0,31771,2000000
