steps,total reward,episodes
10000,1.0,76
20000,0.0,133
30000,70.0,260
40000,191.0,524
50000,231.0,839
60000,239.0,1173
70000,228.0,1485
80000,261.0,1823
90000,265.0,2176
100000,261.0,2535
