steps,total reward,episodes
10000,16.0,169
20000,23.0,370
30000,21.0,570
40000,22.0,773
50000,14.0,970
60000,20.0,1160
70000,20.0,1378
80000,24.0,1573
90000,10.0,1763
100000,12.0,1957
