total reward,episodes,steps
0.0,131,10000
1.0,217,20000
69.0,357,30000
246.0,688,40000
260.0,1020,50000
258.0,1345,60000
316.0,1744,70000
302.0,2126,80000
259.0,2447,90000
308.0,2839,100000
