episodes,total reward,steps
133,2.0,10000
274,63.0,20000
576,213.0,30000
991,323.0,40000
1421,355.0,50000
1845,344.0,60000
2254,331.0,70000
2663,342.0,80000
3068,343.0,90000
3498,355.0,100000
