steps,total reward,episodes
10000,10.0,167
20000,37.0,386
30000,75.0,705
40000,85.0,1013
50000,101.0,1281
60000,108.0,1567
70000,75.0,1820
80000,57.0,2077
90000,84.0,2330
100000,108.0,2604
