episodes,total reward,steps
172,21.0,10000
339,26.0,20000
565,41.0,30000
806,45.0,40000
1067,42.0,50000
1294,44.0,60000
1507,34.0,70000
1777,51.0,80000
2011,36.0,90000
2249,36.0,100000
