episodes,steps,total reward
125,10000,11.0
207,20000,20.0
294,30000,30.0
397,40000,43.0
673,50000,202.0
1068,60000,322.0
1452,70000,314.0
1857,80000,332.0
2278,90000,338.0
2700,100000,341.0
