episodes,steps,total reward
89,10000,-0.8900000000000006
315,20000,-2.259999999999996
690,30000,-3.749999999999964
1065,40000,-3.749999999999964
1435,50000,-3.699999999999965
1792,60000,-3.569999999999968
2153,70000,-3.609999999999967
2530,80000,-3.7699999999999636
2899,90000,-3.6899999999999653
3261,100000,-3.619999999999967
