steps,total reward,episodes
10000,0.0,133
20000,0.0,219
30000,89.0,397
40000,280.0,733
50000,281.0,1080
60000,272.0,1424
70000,268.0,1774
80000,286.0,2140
90000,274.0,2485
100000,300.0,2871
