episodes,steps,total reward
238,10000,2.0
437,20000,3.0
638,30000,9.0
817,40000,6.0
992,50000,12.0
1185,60000,4.0
1338,70000,10.0
1495,80000,13.0
1700,90000,12.0
1922,100000,8.0
