episodes,total reward,steps
124,-1.2400000000000009,10000
212,-0.8800000000000006,20000
284,-0.7200000000000004,30000
362,-0.7800000000000005,40000
429,-0.6700000000000004,50000
493,-0.6400000000000003,60000
552,-0.5900000000000003,70000
612,-0.6000000000000003,80000
668,-0.5600000000000003,90000
722,-0.5400000000000003,100000
