episodes,total reward,steps
175,46.0,10000
294,30.0,20000
428,40.0,30000
607,46.0,40000
778,55.0,50000
938,46.0,60000
1121,46.0,70000
1294,47.0,80000
1527,89.0,90000
1754,65.0,100000
