steps,episodes,total reward
10000,121,2.0
20000,300,98.0
30000,534,149.0
40000,750,142.0
50000,995,141.0
60000,1180,118.0
70000,1392,140.0
80000,1665,197.0
90000,1885,144.0
100000,2109,143.0
