episodes,total reward,steps
181,67.0,10000
386,66.0,20000
575,58.0,30000
776,69.0,40000
1014,80.0,50000
1198,65.0,60000
1386,54.0,70000
1581,59.0,80000
1845,91.0,90000
2045,68.0,100000
