episodes,steps,total reward
107,10000,13.0
388,20000,206.0
807,30000,332.0
1234,40000,349.0
1661,50000,343.0
2087,60000,344.0
2514,70000,348.0
2938,80000,345.0
3377,90000,333.0
3802,100000,339.0
