steps,episodes,total reward
10000,209,9.0
20000,445,10.0
30000,705,11.0
40000,965,22.0
50000,1305,52.0
60000,1741,96.0
70000,2102,49.0
80000,2435,43.0
90000,2780,41.0
100000,3200,107.0
