steps,episodes,total reward
10000,154,29.0
20000,288,26.0
30000,418,36.0
40000,558,37.0
50000,716,46.0
60000,903,45.0
70000,1087,50.0
80000,1298,82.0
90000,1541,96.0
100000,1780,104.0
