steps,total reward,episodes
10000,20.0,186
20000,34.0,302
30000,47.0,426
40000,53.0,550
50000,59.0,678
60000,66.0,802
70000,77.0,959
80000,98.0,1122
90000,126.0,1326
100000,142.0,1543
