episodes,steps,total reward
291,10000,24.0
476,20000,11.0
711,30000,32.0
943,40000,29.0
1170,50000,28.0
1404,60000,32.0
1635,70000,32.0
1867,80000,23.0
2106,90000,27.0
2352,100000,27.0
