steps,episodes,total reward
10000,126,1.0
20000,238,0.0
30000,373,71.0
40000,749,294.0
50000,1044,239.0
60000,1429,297.0
70000,1813,308.0
80000,2143,266.0
90000,2521,312.0
100000,2912,298.0
