episodes,steps,total reward
179,10000,20.0
308,20000,30.0
380,30000,27.0
489,40000,32.0
574,50000,39.0
684,60000,43.0
777,70000,44.0
893,80000,61.0
999,90000,60.0
1138,100000,73.0
