steps,episodes,total reward
10000,264,8.0
20000,412,8.0
30000,604,6.0
40000,808,23.0
50000,986,25.0
60000,1189,25.0
70000,1395,26.0
80000,1615,38.0
90000,1780,20.0
100000,1994,34.0
