steps,episodes,total reward
10000,251,11.0
20000,490,7.0
30000,707,11.0
40000,968,11.0
50000,1204,14.0
60000,1469,16.0
70000,1666,14.0
80000,1872,8.0
90000,2074,18.0
100000,2303,6.0
