total reward,episodes,steps
16.0,188,10000
17.0,406,20000
20.0,628,30000
29.0,831,40000
52.0,1108,50000
56.0,1342,60000
60.0,1606,70000
53.0,1842,80000
46.0,2062,90000
55.0,2310,100000
