total reward,episodes,steps
22.0,268,10000
19.0,489,20000
22.0,694,30000
13.0,887,40000
13.0,1112,50000
18.0,1325,60000
23.0,1523,70000
14.0,1745,80000
10.0,1924,90000
14.0,2154,100000
