steps,total reward,episodes
10000,0.0,133
20000,2.0,229
30000,66.0,375
40000,268.0,706
50000,242.0,1017
60000,301.0,1405
70000,291.0,1759
80000,296.0,2133
90000,298.0,2495
100000,295.0,2851
