episodes,total reward,steps
194,0.0,10000
341,0.0,20000
467,0.0,30000
588,0.0,40000
726,2.0,50000
853,8.0,60000
973,11.0,70000
1098,12.0,80000
1213,19.0,90000
1347,19.0,100000
