total reward,episodes,steps
3.0,3,10000
4.0,7,20000
1.0,8,30000
2.0,10,40000
3.0,13,50000
2.0,15,60000
3.0,18,70000
2.0,20,80000
5.0,25,90000
3.0,28,100000
3.0,31,110000
2.0,33,120000
3.0,36,130000
1.0,37,140000
4.0,41,150000
4.0,45,160000
3.0,48,170000
1.0,49,180000
5.0,54,190000
2.0,56,200000
4.0,60,210000
3.0,63,220000
3.0,66,230000
2.0,68,240000
2.0,70,250000
4.0,74,260000
4.0,78,270000
0.0,78,280000
6.0,84,290000
1.0,85,300000
3.0,88,310000
6.0,94,320000
3.0,97,330000
6.0,103,340000
2.0,105,350000
3.0,108,360000
3.0,111,370000
3.0,114,380000
4.0,118,390000
2.0,120,400000
7.0,127,410000
2.0,129,420000
6.0,135,430000
3.0,138,440000
8.0,146,450000
2.0,148,460000
5.0,153,470000
2.0,155,480000
3.0,158,490000
6.0,164,500000
3.0,167,510000
5.0,172,520000
4.0,176,530000
1.0,177,540000
7.0,184,550000
1.0,185,560000
7.0,192,570000
4.0,196,580000
2.0,198,590000
5.0,203,600000
3.0,206,610000
6.0,212,620000
4.0,216,630000
3.0,219,640000
4.0,223,650000
3.0,226,660000
4.0,230,670000
4.0,234,680000
3.0,237,690000
1.0,238,700000
5.0,243,710000
4.0,247,720000
1.0,248,730000
2.0,250,740000
6.0,256,750000
2.0,258,760000
7.0,265,770000
3.0,268,780000
6.0,274,790000
3.0,277,800000
3.0,280,810000
5.0,285,820000
3.0,288,830000
3.0,291,840000
6.0,297,850000
2.0,299,860000
4.0,303,870000
4.0,307,880000
3.0,310,890000
5.0,315,900000
5.0,320,910000
5.0,325,920000
3.0,328,930000
1.0,329,940000
5.0,334,950000
5.0,339,960000
8.0,347,970000
5.0,352,980000
6.0,358,990000
4.0,362,1000000
5.0,367,1010000
3.0,370,1020000
6.0,376,1030000
2.0,378,1040000
6.0,384,1050000
3.0,387,1060000
7.0,394,1070000
3.0,397,1080000
2.0,399,1090000
5.0,404,1100000
4.0,408,1110000
5.0,413,1120000
4.0,417,1130000
3.0,420,1140000
7.0,427,1150000
7.0,434,1160000
4.0,438,1170000
6.0,444,1180000
4.0,448,1190000
7.0,455,1200000
3.0,458,1210000
5.0,463,1220000
4.0,467,1230000
5.0,472,1240000
4.0,476,1250000
6.0,482,1260000
4.0,486,1270000
2.0,488,1280000
5.0,493,1290000
4.0,497,1300000
5.0,502,1310000
3.0,505,1320000
3.0,508,1330000
5.0,513,1340000
5.0,518,1350000
6.0,524,1360000
2.0,526,1370000
2.0,528,1380000
6.0,534,1390000
4.0,538,1400000
5.0,543,1410000
5.0,548,1420000
6.0,554,1430000
5.0,559,1440000
7.0,566,1450000
4.0,570,1460000
4.0,574,1470000
4.0,578,1480000
6.0,584,1490000
1.0,585,1500000
4.0,589,1510000
6.0,595,1520000
3.0,598,1530000
5.0,603,1540000
4.0,607,1550000
4.0,611,1560000
4.0,615,1570000
3.0,618,1580000
6.0,624,1590000
3.0,627,1600000
6.0,633,1610000
4.0,637,1620000
5.0,642,1630000
5.0,647,1640000
6.0,653,1650000
5.0,658,1660000
2.0,660,1670000
4.0,664,1680000
5.0,669,1690000
5.0,674,1700000
3.0,677,1710000
9.0,686,1720000
5.0,691,1730000
7.0,698,1740000
7.0,705,1750000
2.0,707,1760000
5.0,712,1770000
6.0,718,1780000
6.0,724,1790000
4.0,728,1800000
7.0,735,1810000
4.0,739,1820000
8.0,747,1830000
3.0,750,1840000
7.0,757,1850000
2.0,759,1860000
6.0,765,1870000
3.0,768,1880000
3.0,771,1890000
3.0,774,1900000
4.0,778,1910000
5.0,783,1920000
6.0,789,1930000
4.0,793,1940000
6.0,799,1950000
9.0,808,1960000
7.0,815,1970000
3.0,818,1980000
7.0,825,1990000
4.0,829,2000000
