steps,total reward,episodes
10000,11.0,265
20000,7.0,454
30000,13.0,630
40000,22.0,800
50000,22.0,962
60000,25.0,1157
70000,18.0,1382
80000,34.0,1565
90000,48.0,1777
100000,62.0,2035
